Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Refrigerator,Bosch,1,8.3,Heavy,8.2,2,46544,1,22477.35
Tablet,Huawei,5,6.8,Moderate,7.7,3,37881,3,16185.52
Washing Machine,Samsung,4,13.6,Heavy,14.1,4,48204,10,11914.25
Smartphone,OnePlus,2,2.1,Moderate,2.4,3,60521,3,500.0
Smartwatch,Noise,5,4.2,Moderate,5.1000000000000005,5,34252,9,500.0
TV,LG,2,13.3,Light,13.700000000000001,3,145564,5,64706.92
Tablet,Huawei,2,3.6,Light,4.0,1,54681,1,16404.3
Smartphone,Vivo,1,3.3,Heavy,3.2,2,81969,8,500.0
Smartwatch,Apple,1,4.6,Heavy,4.5,1,23941,8,500.0
Washing Machine,LG,4,10.2,Heavy,10.7,1,57691,10,1509.67
Refrigerator,Samsung,1,10.0,Heavy,9.899999999999999,3,47918,3,23378.18
Smartwatch,Noise,4,2.8,Light,3.5999999999999996,2,40328,8,500.0
Smartphone,Vivo,1,2.8,Moderate,2.9,4,90218,3,500.0
TV,TCL,3,12.0,Heavy,12.299999999999999,2,134465,1,67943.09
Smartwatch,Boat,4,4.5,Moderate,5.2,3,13845,9,500.0
Tablet,Lenovo,4,6.4,Heavy,6.9,5,63083,2,44798.07
TV,LG,4,14.6,Moderate,15.3,5,15473,8,7382.54
Smartphone,Vivo,4,3.1,Moderate,3.8000000000000003,4,18036,3,3227.49
Refrigerator,Whirlpool,2,13.9,Light,14.3,1,22096,9,3275.77
Laptop,Lenovo,2,5.2,Moderate,5.500000000000001,1,95192,8,500.0
Smartwatch,Apple,4,4.5,Moderate,5.2,1,10509,1,3395.22
Tablet,Lenovo,1,3.5,Light,3.7,1,52460,7,500.0
Smartwatch,Amazfit,4,4.7,Moderate,5.4,4,22997,4,5067.86
Refrigerator,Godrej,4,9.4,Moderate,10.100000000000001,2,27086,7,4572.44
TV,Samsung,4,14.7,Heavy,15.2,5,54004,5,36239.53
Refrigerator,Samsung,1,9.2,Heavy,9.099999999999998,2,35696,8,2373.2
Laptop,Dell,1,4.8,Light,5.0,3,129241,3,36187.48
Smartwatch,Boat,2,2.4,Heavy,2.5,4,28488,10,500.0
Washing Machine,LG,5,11.1,Heavy,11.799999999999999,5,20373,9,4834.27
Tablet,Lenovo,1,4.2,Light,4.4,1,75659,10,500.0
Laptop,HP,2,6.0,Moderate,6.300000000000001,1,47763,1,16072.63
Laptop,Dell,1,6.3,Heavy,6.2,5,82987,1,69602.0
Smartwatch,Amazfit,1,2.4,Light,2.6,3,44230,5,500.0
Laptop,Dell,2,6.2,Light,6.6000000000000005,3,31617,7,500.0
Smartphone,OnePlus,3,4.7,Heavy,5.000000000000001,2,55365,4,6090.15
Refrigerator,Whirlpool,1,12.4,Heavy,12.299999999999999,4,55531,3,35688.83
Refrigerator,Whirlpool,3,9.5,Light,10.1,5,28362,9,3088.93
Laptop,HP,1,3.9,Moderate,3.9999999999999996,4,87669,10,500.0
TV,OnePlus,3,8.7,Light,9.299999999999999,1,47933,2,15049.93
Smartphone,Realme,3,3.1,Moderate,3.6,4,58287,7,500.0
TV,Sony,3,8.0,Light,8.6,4,45943,7,7265.4
TV,Sony,2,9.4,Light,9.8,4,159063,8,24833.31
Smartwatch,Noise,2,3.1,Heavy,3.2,4,34193,8,500.0
Refrigerator,Bosch,4,10.5,Moderate,11.200000000000001,4,70624,9,11791.69
Smartwatch,Apple,5,4.8,Heavy,5.5,4,49617,5,3834.04
Smartphone,Vivo,3,3.7,Moderate,4.200000000000001,2,110231,1,46192.04
Tablet,Apple,3,6.4,Light,7.0,1,73482,3,16795.89
Laptop,Acer,2,6.5,Light,6.9,2,56571,8,500.0
Tablet,Apple,4,4.4,Moderate,5.1000000000000005,1,47783,9,500.0
Refrigerator,Godrej,4,14.7,Moderate,15.4,4,38744,4,24378.53
Laptop,Dell,1,3.9,Light,4.1,3,52432,4,895.18
Tablet,Samsung,1,4.9,Light,5.1000000000000005,3,16513,3,4759.63
Refrigerator,Godrej,5,11.2,Moderate,12.1,1,58467,5,13722.83
Refrigerator,Samsung,4,9.0,Heavy,9.5,1,67018,10,500.0
TV,Sony,1,11.8,Heavy,11.7,2,39631,4,14345.07
Washing Machine,Samsung,1,9.1,Light,9.299999999999999,2,27213,10,500.0
Tablet,Lenovo,3,6.5,Heavy,6.8,3,77246,2,38168.61
Refrigerator,Bosch,2,13.8,Moderate,14.100000000000001,5,70733,3,55683.43
TV,TCL,3,8.4,Light,9.0,1,123020,7,10935.11
TV,Sony,1,10.5,Light,10.7,1,60377,2,19636.63
Tablet,Lenovo,3,5.9,Moderate,6.4,2,12464,3,3641.83
Refrigerator,Samsung,1,9.0,Moderate,9.1,3,55847,2,30501.05
Smartwatch,Samsung,1,3.5,Moderate,3.6,2,3298,3,500.0
Refrigerator,Whirlpool,2,8.2,Heavy,8.299999999999999,1,38924,7,2438.61
Tablet,Apple,3,5.4,Heavy,5.7,1,40506,8,500.0
Smartwatch,Apple,3,3.8,Heavy,4.1000000000000005,5,10394,1,7858.88
TV,LG,1,8.6,Light,8.799999999999999,4,32212,3,18046.04
TV,OnePlus,2,13.1,Moderate,13.4,3,125681,4,61715.0
Smartphone,Samsung,2,3.8,Heavy,3.9000000000000004,3,50325,6,500.0
Washing Machine,Whirlpool,2,11.3,Moderate,11.600000000000001,4,15558,1,12084.27
Laptop,Acer,1,5.4,Moderate,5.500000000000001,1,56202,1,18393.38
Smartwatch,Boat,1,4.5,Heavy,4.4,2,47852,9,500.0
Refrigerator,Samsung,2,12.6,Light,13.0,3,36925,8,9941.35
Refrigerator,Whirlpool,1,9.3,Light,9.5,1,20636,4,4778.86
TV,OnePlus,5,13.5,Moderate,14.4,2,98744,6,31680.37
Tablet,Lenovo,4,5.4,Light,6.2,4,43041,9,500.0
Smartwatch,Amazfit,4,4.0,Light,4.8,5,15759,6,500.0
Washing Machine,LG,4,9.2,Moderate,9.9,3,21149,3,10318.15
Washing Machine,LG,5,13.8,Moderate,14.700000000000001,3,49277,10,11028.66
Tablet,Huawei,1,4.5,Moderate,4.6000000000000005,1,25787,8,500.0
Refrigerator,Whirlpool,5,12.7,Moderate,13.6,3,47918,5,21210.76
Tablet,Huawei,3,3.5,Moderate,3.9999999999999996,4,26550,9,500.0
TV,TCL,1,13.5,Light,13.7,3,134766,4,66792.78
Tablet,Huawei,3,5.5,Moderate,6.0,3,22600,4,5273.33
Laptop,Apple,3,4.1,Moderate,4.6,1,37659,2,8514.21
Tablet,Huawei,3,3.8,Light,4.4,1,43259,1,13370.96
Smartwatch,Noise,3,3.2,Heavy,3.5000000000000004,4,16313,2,5942.59
Smartphone,Realme,5,4.7,Light,5.7,5,28636,2,18588.28
Smartwatch,Boat,5,3.7,Heavy,4.4,4,41765,1,27432.01
TV,Sony,5,13.4,Heavy,14.1,5,103378,10,30060.27
Smartwatch,Amazfit,4,3.2,Moderate,3.9,1,36137,2,7042.08
Tablet,Huawei,1,6.0,Heavy,5.9,1,59960,2,15853.83
Washing Machine,IFB,4,8.4,Light,9.200000000000001,4,44068,5,17100.3
Refrigerator,LG,3,14.5,Heavy,14.799999999999999,3,67825,3,37853.68
Smartphone,Apple,2,4.3,Light,4.7,2,116358,4,9531.45
Smartwatch,Amazfit,1,3.5,Light,3.7,4,49794,2,19446.58
Smartphone,OnePlus,2,3.1,Moderate,3.4,4,36759,10,500.0
TV,TCL,4,9.6,Moderate,10.3,1,193986,10,2260.03
Refrigerator,Bosch,4,9.7,Light,10.5,5,56938,10,2711.33
Washing Machine,Samsung,2,9.6,Light,10.0,3,21594,5,7557.9
Smartphone,Realme,4,2.3,Heavy,2.8,2,89964,3,500.0
Smartphone,Xiaomi,1,2.3,Moderate,2.4,2,95855,6,500.0
Washing Machine,Samsung,5,8.9,Heavy,9.6,3,30503,6,8007.04
Smartphone,Vivo,3,2.1,Heavy,2.4000000000000004,1,30202,8,500.0
Laptop,HP,2,4.6,Moderate,4.9,3,35322,1,19679.4
Smartwatch,Noise,1,2.3,Moderate,2.4,1,24534,9,500.0
Tablet,Lenovo,1,5.9,Light,6.1000000000000005,2,70944,9,500.0
Smartwatch,Amazfit,3,4.5,Light,5.1,1,11798,6,500.0
Refrigerator,Samsung,3,9.1,Heavy,9.399999999999999,1,26355,7,2691.57
Tablet,Samsung,5,6.9,Heavy,7.6000000000000005,2,60230,6,6974.0
Smartwatch,Apple,3,3.1,Light,3.7,4,12028,10,500.0
Tablet,Apple,4,3.6,Heavy,4.1000000000000005,4,52229,5,500.0
TV,Sony,4,11.9,Moderate,12.600000000000001,3,85382,2,50280.51
Refrigerator,Samsung,5,9.0,Light,10.0,1,33830,10,500.0
Refrigerator,Bosch,1,11.2,Moderate,11.299999999999999,5,34853,4,22515.65
Refrigerator,Godrej,3,12.2,Moderate,12.7,4,64444,8,20271.95
TV,Sony,2,9.8,Moderate,10.100000000000001,4,169104,8,29886.2
Tablet,Lenovo,2,4.9,Heavy,5.000000000000001,4,43783,5,500.0
Tablet,Lenovo,5,7.0,Moderate,7.9,4,28511,1,21166.71
Smartphone,OnePlus,1,4.5,Light,4.7,4,79667,5,500.0
TV,TCL,2,12.6,Light,13.0,2,48884,6,14477.18
Laptop,Lenovo,2,4.5,Heavy,4.6000000000000005,5,96034,5,500.0
Smartwatch,Amazfit,5,4.6,Moderate,5.5,2,19255,9,500.0
Laptop,Apple,2,3.7,Moderate,4.000000000000001,3,76801,5,500.0
Smartphone,Xiaomi,4,3.6,Heavy,4.1000000000000005,4,87028,3,19846.63
Refrigerator,LG,4,9.7,Moderate,10.4,5,64465,7,21075.1
TV,OnePlus,5,10.3,Moderate,11.200000000000001,2,128375,2,57997.99
TV,TCL,2,11.5,Heavy,11.6,5,74858,2,61951.45
Smartwatch,Noise,2,3.7,Light,4.1000000000000005,1,24857,4,500.0
TV,LG,1,9.2,Light,9.399999999999999,5,156287,6,56529.34
Smartwatch,Samsung,3,3.2,Light,3.8000000000000003,5,34583,10,500.0
Smartwatch,Noise,5,2.3,Heavy,3.0,4,8268,9,500.0
Smartwatch,Boat,3,4.4,Heavy,4.7,1,16112,1,5073.57
Smartphone,Realme,4,2.7,Light,3.5,4,75813,5,500.0
Smartwatch,Apple,4,4.3,Heavy,4.8,1,11507,8,500.0
Refrigerator,Bosch,3,14.9,Light,15.5,4,21297,6,11095.05
Refrigerator,Samsung,5,10.1,Light,11.1,1,63678,1,23176.5
Smartwatch,Apple,2,4.5,Light,4.9,3,11290,4,1451.57
Laptop,Apple,3,4.0,Heavy,4.3,2,130801,6,500.0
TV,Sony,1,12.4,Heavy,12.299999999999999,1,112585,8,15743.59
Smartphone,Vivo,2,2.2,Heavy,2.3000000000000003,4,24712,6,500.0
Smartphone,Realme,3,3.5,Heavy,3.8,1,81682,8,500.0
Refrigerator,Godrej,2,12.9,Light,13.3,1,70910,5,17700.84
Refrigerator,Bosch,2,13.2,Moderate,13.5,4,62777,7,25692.07
Smartwatch,Apple,3,2.9,Light,3.5,5,49988,4,500.0
Refrigerator,LG,3,14.6,Heavy,14.899999999999999,2,64553,5,23590.01
Smartphone,Realme,5,4.5,Heavy,5.2,4,77089,5,2520.22
TV,TCL,2,12.2,Heavy,12.299999999999999,2,39349,6,11084.9
Refrigerator,Godrej,5,9.6,Moderate,10.5,5,70662,9,10094.57
Washing Machine,Whirlpool,1,13.3,Light,13.5,1,48123,2,16397.47
Washing Machine,IFB,4,13.1,Heavy,13.6,1,30789,2,10504.48
Smartphone,Samsung,5,2.8,Heavy,3.5,5,100573,1,71837.86
Smartphone,Apple,4,2.6,Heavy,3.1000000000000005,3,102036,10,500.0
Smartwatch,Boat,1,3.0,Heavy,2.9000000000000004,5,27480,2,8528.28
Laptop,Lenovo,4,3.9,Light,4.7,1,145363,7,500.0
Smartphone,Xiaomi,3,4.1,Heavy,4.3999999999999995,4,108924,10,500.0
Tablet,Apple,4,6.2,Moderate,6.9,4,73618,9,500.0
Tablet,Huawei,5,5.3,Light,6.3,1,22251,9,500.0
Smartwatch,Apple,3,2.9,Heavy,3.2,5,12337,2,4626.38
Smartwatch,Apple,2,5.0,Light,5.4,2,5895,5,500.0
Smartphone,Vivo,3,3.1,Heavy,3.4000000000000004,5,14460,2,5954.12
Tablet,Apple,4,3.8,Light,4.6,4,43870,7,500.0
Laptop,Dell,2,4.6,Heavy,4.7,3,128264,3,32475.35
Smartwatch,Apple,1,4.2,Moderate,4.300000000000001,2,15619,8,500.0
Smartwatch,Samsung,3,4.0,Light,4.6,1,22628,1,7083.55
Smartphone,Realme,5,2.0,Heavy,2.7,2,46480,2,6627.7
Refrigerator,Bosch,2,14.8,Heavy,14.9,4,52286,9,17598.27
TV,Samsung,3,10.0,Heavy,10.299999999999999,4,137337,9,14733.73
Smartwatch,Amazfit,2,4.5,Heavy,4.6000000000000005,3,30297,1,16597.49
Laptop,Acer,4,4.6,Moderate,5.3,2,58984,10,500.0
Tablet,Lenovo,5,6.1,Heavy,6.8,1,51002,6,2400.09
Smartwatch,Apple,1,4.3,Light,4.5,5,9349,1,7271.44
Smartwatch,Apple,3,2.5,Heavy,2.8000000000000003,2,47172,9,500.0
Laptop,Asus,5,3.7,Light,4.7,4,148975,3,45801.89
TV,Sony,2,13.9,Moderate,14.200000000000001,4,15174,10,3814.87
Refrigerator,Godrej,5,14.6,Moderate,15.5,3,33673,7,12926.09
Smartwatch,Amazfit,2,4.6,Moderate,4.9,5,10541,5,500.0
Tablet,Samsung,4,4.3,Moderate,5.0,5,15322,5,500.0
Tablet,Lenovo,3,5.9,Heavy,6.2,2,67983,8,500.0
Washing Machine,Samsung,3,11.2,Light,11.799999999999999,1,51629,5,11900.92
TV,OnePlus,3,11.1,Moderate,11.6,4,135631,8,35778.52
TV,Samsung,3,8.8,Light,9.4,5,20310,4,11667.45
Tablet,Huawei,4,6.5,Light,7.3,4,24531,1,17995.0
Smartphone,OnePlus,3,2.5,Moderate,3.0,4,83217,9,500.0
Smartphone,OnePlus,4,5.0,Moderate,5.7,5,107932,1,88996.56
Laptop,HP,4,4.6,Light,5.3999999999999995,4,116263,3,43921.58
Smartwatch,Samsung,3,2.7,Heavy,3.0000000000000004,1,20234,4,500.0
Tablet,Samsung,1,4.7,Light,4.9,1,36089,9,500.0
Laptop,Dell,1,5.3,Heavy,5.2,2,122281,3,28453.85
Laptop,Lenovo,3,6.5,Moderate,7.0,2,127455,8,500.0
Tablet,Apple,3,6.9,Heavy,7.2,4,39875,8,500.0
TV,OnePlus,3,11.7,Heavy,11.999999999999998,4,29966,8,8490.37
Smartphone,Xiaomi,5,2.7,Heavy,3.4000000000000004,1,90361,1,25513.69
TV,LG,4,11.1,Heavy,11.6,5,94509,3,70067.02
Tablet,Apple,5,5.9,Light,6.9,1,14749,4,2479.54
Refrigerator,Godrej,4,14.8,Light,15.600000000000001,3,43914,9,13005.3
Smartphone,Samsung,3,3.8,Moderate,4.300000000000001,2,11595,10,500.0
Smartwatch,Amazfit,5,4.5,Moderate,5.4,5,45000,9,500.0
Laptop,HP,5,5.9,Heavy,6.6000000000000005,5,116358,4,45838.0
Laptop,HP,3,5.3,Heavy,5.6000000000000005,2,117244,4,18424.06
Washing Machine,Samsung,1,12.0,Moderate,12.1,4,47559,7,17038.7
Refrigerator,Samsung,5,12.9,Heavy,13.6,2,26601,1,13554.77
Washing Machine,LG,4,14.2,Light,15.0,5,56371,2,48854.87
Smartwatch,Samsung,5,2.3,Moderate,3.1999999999999997,2,36128,5,500.0
Tablet,Huawei,3,6.9,Moderate,7.4,2,69231,8,500.0
TV,LG,3,13.9,Moderate,14.4,5,149972,4,108313.11
Smartwatch,Apple,1,2.4,Light,2.6,1,32647,2,3013.57
Smartphone,Realme,3,2.4,Moderate,2.9,2,51844,10,500.0
Tablet,Apple,4,4.9,Moderate,5.6000000000000005,1,26476,10,500.0
Refrigerator,Samsung,4,9.2,Moderate,9.9,3,78667,9,5006.08
TV,TCL,5,8.9,Heavy,9.6,3,20361,3,9798.73
TV,OnePlus,5,12.3,Heavy,13.0,3,55703,5,23995.14
Tablet,Apple,3,6.8,Moderate,7.300000000000001,4,13359,1,9799.65
Refrigerator,LG,3,9.0,Heavy,9.299999999999999,5,22307,5,10313.99
Smartwatch,Noise,4,4.2,Light,5.0,3,20045,4,2806.3
Smartwatch,Apple,3,3.7,Light,4.300000000000001,5,44835,2,23981.51
Refrigerator,Godrej,4,12.5,Light,13.3,5,72365,9,23396.2
Tablet,Lenovo,5,6.8,Heavy,7.5,5,18305,8,500.0
Smartwatch,Samsung,3,3.3,Heavy,3.6,2,27276,10,500.0
Washing Machine,Whirlpool,5,8.8,Heavy,9.5,4,28592,6,8953.81
TV,Sony,1,10.7,Heavy,10.599999999999998,2,109377,6,26106.02
Laptop,Asus,2,6.9,Moderate,7.200000000000001,3,82867,10,500.0
Smartphone,Realme,4,4.2,Moderate,4.9,2,41733,6,500.0
Refrigerator,Godrej,4,8.7,Light,9.5,5,62640,2,49452.63
Smartphone,OnePlus,1,3.7,Moderate,3.8000000000000003,4,108866,5,500.0
Tablet,Lenovo,3,4.5,Moderate,5.0,4,29887,9,500.0
TV,LG,2,13.8,Light,14.200000000000001,3,23172,7,8224.43
TV,Sony,5,12.4,Heavy,13.1,5,56717,1,52387.46
Smartwatch,Boat,1,5.0,Heavy,4.9,4,37685,7,500.0
Smartphone,Realme,1,2.8,Light,3.0,4,71982,1,40789.8
Tablet,Huawei,2,5.2,Light,5.6000000000000005,1,56186,6,500.0
Washing Machine,IFB,4,14.2,Moderate,14.9,2,32010,9,6971.31
Washing Machine,Whirlpool,2,12.0,Light,12.4,1,46060,9,5051.74
TV,Sony,2,14.1,Moderate,14.4,4,85490,3,57527.65
Refrigerator,Godrej,3,14.4,Heavy,14.7,4,38259,6,19246.62
Smartphone,OnePlus,1,3.2,Moderate,3.3000000000000003,5,86710,10,500.0
TV,TCL,4,10.9,Moderate,11.600000000000001,5,82648,8,25649.38
TV,OnePlus,1,9.0,Heavy,8.899999999999999,5,187562,7,40041.33
Smartphone,Xiaomi,1,3.7,Light,3.9000000000000004,1,67284,7,500.0
TV,LG,3,14.6,Heavy,14.899999999999999,5,29878,1,27872.77
TV,TCL,5,11.5,Moderate,12.4,5,156766,10,30341.81
Washing Machine,Samsung,1,11.6,Moderate,11.7,1,55887,1,20444.13
TV,Sony,5,11.6,Moderate,12.5,2,48178,10,5299.58
Washing Machine,Samsung,2,14.3,Moderate,14.600000000000001,5,42787,7,22272.68
Smartwatch,Boat,3,2.3,Light,2.9,5,32617,3,500.0
Washing Machine,Whirlpool,1,8.5,Moderate,8.6,4,56391,2,36785.29
Smartphone,Apple,5,4.2,Moderate,5.1000000000000005,5,104334,6,500.0
Laptop,Acer,1,6.7,Heavy,6.6000000000000005,2,81041,8,500.0
Smartphone,Realme,3,3.5,Light,4.1,4,22409,7,500.0
Smartphone,Samsung,4,4.5,Moderate,5.2,4,47370,4,9291.81
Tablet,Samsung,1,6.2,Moderate,6.300000000000001,5,54989,5,11346.94
Laptop,Lenovo,4,4.6,Light,5.3999999999999995,2,143592,4,20475.16
TV,OnePlus,2,11.8,Moderate,12.100000000000001,4,148167,3,94716.67
TV,Sony,1,13.6,Light,13.799999999999999,1,79935,10,8804.43
Washing Machine,IFB,4,14.8,Heavy,15.3,5,32192,4,23775.79
Tablet,Samsung,1,5.4,Light,5.6000000000000005,1,10676,5,500.0
TV,Samsung,5,10.8,Heavy,11.5,5,25206,2,20822.35
TV,TCL,5,12.7,Moderate,13.6,3,43011,6,16824.89
TV,Samsung,1,8.8,Moderate,8.9,4,118341,6,32776.47
Tablet,Lenovo,5,3.7,Heavy,4.4,5,49467,5,500.0
Smartwatch,Boat,3,4.9,Light,5.5,5,13148,1,10757.45
Laptop,Acer,4,6.8,Light,7.6,1,142577,10,500.0
Smartphone,Apple,2,2.4,Light,2.8,4,17677,8,500.0
Laptop,Lenovo,4,5.1,Moderate,5.8,1,142073,5,7838.51
Tablet,Apple,4,4.8,Light,5.6,3,51717,10,500.0
TV,LG,4,9.6,Heavy,10.1,4,81880,10,689.09
Smartphone,OnePlus,3,2.6,Moderate,3.1,2,33942,5,500.0
Laptop,HP,2,5.5,Light,5.9,2,75459,9,500.0
Washing Machine,LG,5,13.2,Heavy,13.899999999999999,5,53430,2,45742.23
TV,TCL,4,9.7,Moderate,10.4,4,87265,8,17117.37
Smartwatch,Apple,3,3.3,Light,3.9,5,41907,7,500.0
Tablet,Huawei,2,5.1,Heavy,5.2,4,76102,3,27367.45
Refrigerator,Whirlpool,2,13.8,Heavy,13.9,4,41937,9,12566.01
Smartwatch,Apple,1,2.7,Moderate,2.8000000000000003,1,9181,3,500.0
Washing Machine,Samsung,3,13.2,Moderate,13.7,5,46179,2,39437.54
Smartwatch,Apple,1,3.6,Heavy,3.5000000000000004,4,21486,1,13045.07
Washing Machine,IFB,5,8.8,Heavy,9.5,2,32274,7,4671.24
TV,OnePlus,5,13.7,Moderate,14.6,2,65062,3,28431.2
Tablet,Huawei,1,5.0,Heavy,4.9,1,62776,7,500.0
Tablet,Huawei,1,4.2,Light,4.4,3,62438,3,13906.65
Refrigerator,Whirlpool,2,8.2,Light,8.6,5,24435,10,500.0
TV,Sony,3,11.6,Moderate,12.1,1,195441,7,32950.38
Refrigerator,LG,3,13.1,Moderate,13.6,1,54893,4,15499.2
Refrigerator,Samsung,4,9.9,Heavy,10.4,4,42399,7,11782.03
Smartphone,Samsung,4,2.6,Moderate,3.3000000000000003,3,47217,2,13020.45
Washing Machine,Samsung,4,12.2,Moderate,12.9,4,26224,2,18834.52
Tablet,Huawei,1,6.9,Moderate,7.000000000000001,1,66393,2,18969.43
Smartphone,Vivo,1,4.8,Heavy,4.7,3,69882,2,28101.49
Tablet,Apple,4,5.4,Light,6.2,5,20743,2,14051.71
Laptop,Apple,2,6.7,Heavy,6.800000000000001,1,72184,1,24627.48
Smartphone,Xiaomi,2,3.2,Heavy,3.3000000000000003,2,116038,7,500.0
TV,Sony,1,12.0,Heavy,11.899999999999999,5,51356,3,38409.11
TV,LG,1,13.8,Heavy,13.7,3,90708,7,31052.59
Refrigerator,Godrej,3,12.5,Moderate,13.0,5,49561,7,22874.31
Smartwatch,Samsung,3,3.9,Light,4.5,5,10794,4,1199.33
Washing Machine,IFB,1,12.7,Light,12.899999999999999,4,28052,7,10905.49
TV,TCL,2,11.7,Heavy,11.799999999999999,4,177157,6,74015.59
Tablet,Samsung,4,5.6,Light,6.3999999999999995,1,43011,4,6451.65
Refrigerator,Whirlpool,2,11.4,Light,11.8,2,44228,4,16079.5
Refrigerator,Whirlpool,1,10.4,Light,10.6,5,72286,5,38188.83
Smartwatch,Amazfit,1,3.4,Light,3.6,5,33349,4,500.0
Smartphone,Samsung,4,3.3,Moderate,3.9999999999999996,2,113236,1,46709.85
Refrigerator,LG,3,14.0,Moderate,14.5,1,58945,8,10569.45
Washing Machine,Whirlpool,4,10.2,Heavy,10.7,1,23700,5,5050.09
Refrigerator,LG,1,11.1,Heavy,10.999999999999998,3,47226,3,24042.33
TV,Samsung,2,10.7,Moderate,11.0,5,113839,6,51745.0
TV,OnePlus,3,9.3,Heavy,9.6,5,115069,2,91096.29
Tablet,Samsung,1,4.6,Light,4.8,4,17359,5,500.0
Refrigerator,Whirlpool,2,12.9,Light,13.3,5,25200,6,13831.58
Refrigerator,Bosch,4,9.9,Light,10.700000000000001,4,37996,7,11167.98
Smartphone,Vivo,2,2.5,Heavy,2.6,3,29377,8,500.0
TV,OnePlus,4,8.8,Light,9.600000000000001,2,179646,10,500.0
Smartwatch,Boat,1,2.8,Light,3.0,5,37239,5,500.0
Smartwatch,Amazfit,3,3.5,Light,4.1,4,44089,1,28335.25
Refrigerator,Whirlpool,3,10.8,Heavy,11.1,5,21474,4,13735.62
Refrigerator,LG,2,14.5,Light,14.9,2,38379,4,15441.75
Smartwatch,Boat,2,3.1,Light,3.5,5,31020,3,4431.43
Washing Machine,Samsung,2,14.9,Heavy,15.0,5,19520,10,6506.67
TV,OnePlus,1,12.6,Moderate,12.7,4,189844,4,110543.02
Washing Machine,IFB,1,14.8,Moderate,14.9,1,43036,10,5661.11
Smartwatch,Samsung,5,4.1,Moderate,5.0,1,27215,1,8708.8
Laptop,Asus,2,6.0,Heavy,6.1000000000000005,3,96135,7,500.0
Laptop,Apple,4,5.8,Moderate,6.5,4,123156,9,500.0
Smartphone,Apple,2,3.6,Light,4.0,4,82348,10,500.0
Smartwatch,Boat,1,3.8,Heavy,3.7,3,49795,2,16015.15
Smartwatch,Apple,1,4.9,Heavy,4.800000000000001,2,6826,5,500.0
Tablet,Huawei,4,4.2,Heavy,4.7,3,32349,7,500.0
Laptop,Apple,2,6.8,Moderate,7.1000000000000005,3,41252,1,24809.3
TV,TCL,3,11.6,Moderate,12.1,2,50674,2,23263.97
TV,Sony,1,14.1,Moderate,14.2,2,136137,3,59056.61
Smartphone,Samsung,3,4.1,Moderate,4.6,1,102614,4,5353.77
TV,LG,2,11.6,Moderate,11.9,5,93477,6,46345.74
Washing Machine,Whirlpool,4,11.4,Heavy,11.9,2,53121,10,4664.83
Smartphone,Xiaomi,1,4.4,Heavy,4.300000000000001,3,90002,9,500.0
Smartphone,Apple,5,3.6,Moderate,4.5,2,62030,2,18953.61
Washing Machine,Bosch,4,11.1,Moderate,11.8,3,48778,6,16782.94
Smartphone,Realme,2,3.3,Heavy,3.4,4,73999,9,500.0
Smartphone,Xiaomi,4,3.4,Heavy,3.9000000000000004,4,66558,4,500.0
TV,TCL,5,13.8,Light,14.8,4,89909,8,35113.11
Smartwatch,Boat,3,2.1,Heavy,2.4000000000000004,3,28253,10,500.0
Refrigerator,Whirlpool,2,10.2,Moderate,10.5,2,36541,4,12441.34
Smartphone,OnePlus,1,3.0,Heavy,2.9000000000000004,5,28369,9,500.0
Washing Machine,IFB,5,8.2,Heavy,8.899999999999999,4,43600,4,20403.82
Refrigerator,Samsung,4,9.0,Light,9.8,3,61029,6,16565.01
Tablet,Samsung,2,6.5,Light,6.9,3,25134,5,4844.67
TV,Sony,1,12.9,Heavy,12.799999999999999,1,94003,6,19975.64
Tablet,Apple,4,6.9,Light,7.7,2,73694,9,500.0
Washing Machine,IFB,2,12.1,Light,12.5,5,19136,9,5358.08
TV,LG,2,14.9,Light,15.3,4,89725,2,66296.81
Laptop,HP,1,6.7,Moderate,6.800000000000001,3,103950,9,500.0
Smartwatch,Amazfit,3,2.7,Heavy,3.0000000000000004,4,13752,8,500.0
TV,Sony,3,13.0,Moderate,13.5,2,153488,9,28139.47
Smartwatch,Amazfit,5,3.7,Heavy,4.4,4,26355,7,500.0
Smartwatch,Amazfit,4,4.4,Moderate,5.1000000000000005,2,28807,6,500.0
Refrigerator,Whirlpool,2,12.8,Heavy,12.9,5,20750,5,12707.36
Tablet,Samsung,5,3.7,Light,4.7,5,59986,1,47223.02
TV,Sony,4,11.9,Heavy,12.4,5,164674,10,31872.39
Laptop,Asus,3,4.3,Heavy,4.6000000000000005,3,55456,10,500.0
Smartphone,Realme,1,4.1,Heavy,4.0,2,67611,1,27889.54
Washing Machine,Bosch,5,11.8,Heavy,12.5,4,40919,6,18086.2
Tablet,Huawei,5,6.0,Heavy,6.7,3,32499,5,5772.21
Laptop,Lenovo,2,4.3,Moderate,4.6000000000000005,2,54405,9,500.0
Smartwatch,Samsung,2,4.1,Light,4.5,1,40642,7,500.0
Tablet,Samsung,3,6.4,Moderate,6.9,4,71337,4,25484.88
Smartwatch,Boat,1,2.5,Moderate,2.6,2,39856,9,500.0
Washing Machine,LG,3,8.5,Heavy,8.799999999999999,3,22795,2,12330.02
